stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
ENSP00000258080	ENSP00000329002	HTRA2	HAX1	9606	0.812	0	0	0	0.078	0.407	0	0.684
ENSP00000258080	ENSP00000347858	HTRA2	XIAP	9606	0.953	0	0	0	0	0.53	0.8	0.544
ENSP00000258080	ENSP00000354681	HTRA2	OPA1	9606	0.714	0	0	0	0.052	0.503	0	0.442
ENSP00000258080	ENSP00000357922	HTRA2	C1orf56	9606	0.706	0	0	0	0	0	0	0.706
ENSP00000258080	ENSP00000359645	HTRA2	RBMX	9606	0.726	0	0	0	0	0	0	0.726
ENSP00000258080	ENSP00000361359	HTRA2	CD40	9606	0.706	0	0	0	0.094	0.349	0.54	0.045
ENSP00000258080	ENSP00000364204	HTRA2	PINK1	9606	0.815	0	0	0	0	0.36	0	0.722
ENSP00000258080	ENSP00000369785	HTRA2	PIR	9606	0.788	0.053	0	0	0	0.774	0	0.086
ENSP00000258080	ENSP00000371362	HTRA2	NADKD1	9606	0.774	0	0	0	0	0.774	0	0
ENSP00000258080	ENSP00000378588	HTRA2	TIMM9	9606	0.788	0	0	0	0.1	0.774	0	0
ENSP00000258080	ENSP00000398495	HTRA2	DIABLO	9606	0.885	0	0	0	0	0.285	0.54	0.68
ENSP00000258080	ENSP00000401371	HTRA2	TIA1	9606	0.784	0	0	0	0	0.774	0	0.083
ENSP00000258080	ENSP00000411825	HTRA2	PDCD6IP	9606	0.775	0	0	0	0.043	0.774	0	0
ENSP00000260818	ENSP00000227378	DNAJC13	HSPA8	9606	0.826	0	0	0	0.05	0.569	0	0.608
ENSP00000260818	ENSP00000453785	DNAJC13	SNX1	9606	0.705	0	0	0	0.074	0.543	0	0.357
ENSP00000266087	ENSP00000171111	FBXO7	KEAP1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000209884	FBXO7	KLHL20	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000215574	FBXO7	CDC34	9606	0.932	0	0	0	0.134	0.263	0.9	0.063
ENSP00000266087	ENSP00000216225	FBXO7	RBX1	9606	0.931	0	0	0	0	0	0.9	0.347
ENSP00000266087	ENSP00000217173	FBXO7	UBOX5	9606	0.902	0	0	0	0	0	0.9	0.066
ENSP00000266087	ENSP00000219548	FBXO7	STUB1	9606	0.9	0	0	0	0	0	0.9	0.05
ENSP00000266087	ENSP00000222402	FBXO7	UBE2D4	9606	0.902	0	0	0	0	0	0.9	0.065
ENSP00000266087	ENSP00000224862	FBXO7	FBXL15	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000229971	FBXO7	FBXL4	9606	0.914	0	0	0	0.182	0	0.9	0
ENSP00000266087	ENSP00000231487	FBXO7	SKP1	9606	0.961	0	0	0	0	0.36	0.9	0.441
ENSP00000266087	ENSP00000237281	FBXO7	FBXO30	9606	0.903	0	0	0	0.071	0	0.9	0
ENSP00000266087	ENSP00000244061	FBXO7	RNF114	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000244426	FBXO7	FBXO9	9606	0.925	0	0	0	0.21	0	0.9	0.106299
ENSP00000266087	ENSP00000247977	FBXO7	FBXL12	9606	0.903	0	0	0	0	0	0.9	0.079
ENSP00000266087	ENSP00000248272	FBXO7	GAN	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000251547	FBXO7	FBXO44	9606	0.915	0	0	0	0	0	0.9	0.19
ENSP00000266087	ENSP00000253023	FBXO7	UBE2M	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000253571	FBXO7	RLIM	9606	0.9	0	0	0	0.042	0	0.9	0.045
ENSP00000266087	ENSP00000254436	FBXO7	TRIM21	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000255977	FBXO7	MKRN1	9606	0.917	0	0	0	0.212	0	0.9	0
ENSP00000266087	ENSP00000256474	FBXO7	VHL	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000258200	FBXO7	FBXL8	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000259457	FBXO7	PSMB7	9606	0.774	0	0	0	0	0.774	0	0
ENSP00000266087	ENSP00000259939	FBXO7	RNF144B	9606	0.9	0	0	0	0.047	0	0.9	0
ENSP00000266087	ENSP00000260983	FBXO7	HECW2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000261427	FBXO7	UBE2K	9606	0.901	0	0	0	0	0	0.9	0.057
ENSP00000266087	ENSP00000261593	FBXO7	RNF138	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000261609	FBXO7	HERC2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000261721	FBXO7	BTBD1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000261819	FBXO7	ANAPC5	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000262294	FBXO7	TRIM37	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000262306	FBXO7	TCEB2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000262370	FBXO7	MGRN1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000262394	FBXO7	WSB1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000262435	FBXO7	SMURF2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000262854	FBXO7	HUWE1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000262903	FBXO7	HACE1	9606	0.9	0	0	0	0	0	0.9	0.047
ENSP00000266087	ENSP00000263228	FBXO7	UBE2R2	9606	0.905	0	0	0	0	0	0.9	0.09
ENSP00000266087	ENSP00000263925	FBXO7	LNX1	9606	0.903	0	0	0	0	0	0.9	0.074
ENSP00000266087	ENSP00000264122	FBXO7	CBLB	9606	0.903	0	0	0	0.075	0	0.9	0
ENSP00000266087	ENSP00000264345	FBXO7	HERC3	9606	0.905	0	0	0	0.075	0	0.9	0.056
ENSP00000266087	ENSP00000264346	FBXO7	HERC6	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000264350	FBXO7	HERC5	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000264414	FBXO7	CUL3	9606	0.901	0	0	0	0	0	0.9	0.056
ENSP00000266087	ENSP00000264552	FBXO7	UBE2S	9606	0.925	0	0	0	0	0	0.9	0.286
ENSP00000266087	ENSP00000264607	FBXO7	ASB1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000264658	FBXO7	FBXL20	9606	0.908	0	0	0	0	0	0.9	0.123
ENSP00000266087	ENSP00000265094	FBXO7	FBXW11	9606	0.91	0	0	0	0	0	0.9	0.141
ENSP00000266087	ENSP00000265339	FBXO7	UBE2B	9606	0.906	0	0	0	0.106	0	0.9	0
ENSP00000266087	ENSP00000265428	FBXO7	WWP1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000267938	FBXO7	UBE2Q2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000272317	FBXO7	RPS27A	9606	0.9	0	0	0	0.046	0	0.9	0
ENSP00000266087	ENSP00000272930	FBXO7	UBE2F	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000273480	FBXO7	RNF7	9606	0.908	0	0	0	0	0	0.9	0.125
ENSP00000266087	ENSP00000274255	FBXO7	SKP2	9606	0.928	0	0	0	0	0	0.9	0.315
ENSP00000266087	ENSP00000275699	FBXO7	ASB15	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000277458	FBXO7	ASB6	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000281623	FBXO7	FBXO4	9606	0.953	0	0	0	0.048	0	0.9	0.548
ENSP00000266087	ENSP00000281708	FBXO7	FBXW7	9606	0.93	0	0	0	0.09	0	0.9	0.292
ENSP00000266087	ENSP00000282369	FBXO7	TRIM36	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000283943	FBXO7	TRIP12	9606	0.905	0	0	0	0.097	0	0.9	0.041
ENSP00000266087	ENSP00000284142	FBXO7	ASB17	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000284551	FBXO7	TRIM11	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000284637	FBXO7	SH3RF1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000284669	FBXO7	KBTBD10	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000284811	FBXO7	TCEB1	9606	0.91	0	0	0	0	0.143	0.9	0
ENSP00000266087	ENSP00000287156	FBXO7	UBE2L6	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000288199	FBXO7	RNF111	9606	0.905	0	0	0	0.086	0	0.9	0.047
ENSP00000266087	ENSP00000290541	FBXO7	PSMB4	9606	0.774	0	0	0	0	0.774	0	0
ENSP00000266087	ENSP00000290650	FBXO7	UBR1	9606	0.905	0	0	0	0.091	0	0.9	0
ENSP00000266087	ENSP00000292211	FBXO7	UBE2Q1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000292363	FBXO7	RNF126	9606	0.9	0	0	0	0.042	0	0.9	0.045
ENSP00000266087	ENSP00000292852	FBXO7	FBXO17	9606	0.9	0	0	0	0.045	0	0.9	0
ENSP00000266087	ENSP00000292853	FBXO7	FBXO27	9606	0.901	0	0	0	0.053	0	0.9	0
ENSP00000266087	ENSP00000293414	FBXO7	ASB16	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000295704	FBXO7	RNF25	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000296161	FBXO7	DTX3L	9606	0.902	0	0	0	0.066	0	0.9	0
ENSP00000266087	ENSP00000296438	FBXO7	FBXW12	9606	0.907	0	0	0	0	0	0.9	0.117
ENSP00000266087	ENSP00000296525	FBXO7	ASB5	9606	0.9	0	0	0	0	0	0.9	0.046
ENSP00000266087	ENSP00000298068	FBXO7	HECTD2	9606	0.911	0	0	0	0	0	0.9	0.15
ENSP00000266087	ENSP00000298288	FBXO7	LRR1	9606	0.9	0	0	0	0	0	0.9	0.041
ENSP00000266087	ENSP00000298355	FBXO7	TRIM9	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000300417	FBXO7	LRSAM1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000303709	FBXO7	UBE2E1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000304697	FBXO7	UBB	9606	0.912	0	0	0	0.139	0	0.9	0.066
ENSP00000266087	ENSP00000307833	FBXO7	FBXO22	9606	0.905	0	0	0	0	0	0.9	0.09
ENSP00000266087	ENSP00000308450	FBXO7	CDC20	9606	0.901	0	0	0	0	0	0.9	0.052
ENSP00000266087	ENSP00000309198	FBXO7	UBE3C	9606	0.909	0	0	0	0.068	0	0.9	0.105
ENSP00000266087	ENSP00000310071	FBXO7	ANAPC10	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000310686	FBXO7	FBXW8	9606	0.901	0	0	0	0	0	0.9	0.055
ENSP00000266087	ENSP00000310841	FBXO7	FBXO31	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000311609	FBXO7	SPSB4	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000312397	FBXO7	KLHL3	9606	0.9	0	0	0	0	0	0.9	0.047
ENSP00000266087	ENSP00000313034	FBXO7	FBXW5	9606	0.909	0	0	0	0.052	0	0.9	0.122
ENSP00000266087	ENSP00000313454	FBXO7	UBA6	9606	0.906	0	0	0	0	0	0.9	0.1
ENSP00000266087	ENSP00000313756	FBXO7	ASB3	9606	0.903	0	0	0	0.069	0	0.9	0
ENSP00000266087	ENSP00000314004	FBXO7	ANAPC2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000314608	FBXO7	KLHL11	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000315212	FBXO7	RNF4	9606	0.903	0	0	0	0.069	0	0.9	0.049
ENSP00000266087	ENSP00000316176	FBXO7	UBE2N	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000317872	FBXO7	RBBP6	9606	0.908	0	0	0	0	0.118	0.9	0
ENSP00000266087	ENSP00000318674	FBXO7	FBXL16	9606	0.912	0	0	0	0	0	0.9	0.158
ENSP00000266087	ENSP00000318775	FBXO7	ANAPC4	9606	0.906	0	0	0	0.087	0	0.9	0.06
ENSP00000266087	ENSP00000318944	FBXO7	TRAF7	9606	0.901	0	0	0	0	0	0.9	0.056
ENSP00000266087	ENSP00000320869	FBXO7	TRIM41	9606	0.9	0	0	0	0	0	0.9	0.049
ENSP00000266087	ENSP00000320893	FBXO7	ASB8	9606	0.91	0	0	0	0	0	0.9	0.139
ENSP00000266087	ENSP00000321239	FBXO7	RCHY1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000321388	FBXO7	ASB4	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000321927	FBXO7	FBXL13	9606	0.901	0	0	0	0.052	0	0.9	0
ENSP00000266087	ENSP00000322457	FBXO7	SIAH2	9606	0.915	0	0	0	0.191	0	0.9	0
ENSP00000266087	ENSP00000323348	FBXO7	ZNF645	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000323687	FBXO7	UBE2O	9606	0.905	0	0	0	0.093	0	0.9	0
ENSP00000266087	ENSP00000323879	FBXO7	ZNRF2	9606	0.904	0	0	0	0.079	0	0.9	0
ENSP00000266087	ENSP00000324392	FBXO7	RNF213	9606	0.904	0	0	0	0.088	0	0.9	0
ENSP00000266087	ENSP00000324956	FBXO7	RNF14	9606	0.915	0	0	0	0.19	0	0.9	0
ENSP00000266087	ENSP00000325919	FBXO7	PSMG2	9606	0.774	0	0	0	0	0.774	0	0
ENSP00000266087	ENSP00000326804	FBXO7	CUL1	9606	0.956	0	0	0	0	0.36	0.9	0.368
ENSP00000266087	ENSP00000327994	FBXO7	TRIM50	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000328187	FBXO7	FBXO21	9606	0.903	0	0	0	0	0	0.9	0.079
ENSP00000266087	ENSP00000328203	FBXO7	TRAIP	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000328287	FBXO7	RNF123	9606	0.904	0	0	0	0.082	0	0.9	0.041
ENSP00000266087	ENSP00000328327	FBXO7	ASB7	9606	0.903	0	0	0	0.072	0	0.9	0
ENSP00000266087	ENSP00000329418	FBXO7	SOCS1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000330221	FBXO7	SPSB1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000330341	FBXO7	SOCS3	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000331682	FBXO7	KLHL22	9606	0.901	0	0	0	0	0	0.9	0.052
ENSP00000266087	ENSP00000332284	FBXO7	TRIM69	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000333266	FBXO7	UBA7	9606	0.903	0	0	0	0	0	0.9	0.077
ENSP00000266087	ENSP00000335091	FBXO7	ZNRF1	9606	0.9	0	0	0	0.049	0	0.9	0
ENSP00000266087	ENSP00000336800	FBXO7	KLHL25	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000337510	FBXO7	FBXO40	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000338157	FBXO7	ZBTB16	9606	0.9	0	0	0	0	0	0.9	0.049
ENSP00000266087	ENSP00000338348	FBXO7	UBE2G2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000338413	FBXO7	UBA1	9606	0.901	0	0	0	0	0	0.9	0.054
ENSP00000266087	ENSP00000339109	FBXO7	ANAPC1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000340305	FBXO7	UBE2V1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000340596	FBXO7	UBE3B	9606	0.907	0	0	0	0.088	0	0.9	0.07
ENSP00000266087	ENSP00000342121	FBXO7	RNF6	9606	0.9	0	0	0	0.042	0	0.9	0.048
ENSP00000266087	ENSP00000342667	FBXO7	RNF19A	9606	0.904	0	0	0	0.075	0	0.9	0.052
ENSP00000266087	ENSP00000342755	FBXO7	RNF41	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000343298	FBXO7	LRRC41	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000344259	FBXO7	UBE2L3	9606	0.901	0	0	0	0	0	0.9	0.057
ENSP00000266087	ENSP00000344818	FBXO7	UBC	9606	0.913	0	0	0	0.046	0.137	0.9	0.074
ENSP00000266087	ENSP00000344855	FBXO7	FBXL14	9606	0.919	0	0	0	0	0	0.9	0.226
ENSP00000266087	ENSP00000344866	FBXO7	FBXL5	9606	0.905	0	0	0	0.079	0	0.9	0.058
ENSP00000266087	ENSP00000345530	FBXO7	NEDD4	9606	0.903	0	0	0	0.071	0	0.9	0
ENSP00000266087	ENSP00000346240	FBXO7	FBXO2	9606	0.941	0	0	0	0	0	0.9	0.438
ENSP00000266087	ENSP00000346437	FBXO7	ATG7	9606	0.906	0	0	0	0.106	0	0.9	0.042
ENSP00000266087	ENSP00000346987	FBXO7	ANAPC13	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000347188	FBXO7	KCTD6	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000347548	FBXO7	RNF220	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000347834	FBXO7	FBXL3	9606	0.914	0	0	0	0.075	0	0.9	0.152
ENSP00000266087	ENSP00000347836	FBXO7	UBE2H	9606	0.906	0	0	0	0.105	0	0.9	0
ENSP00000266087	ENSP00000348216	FBXO7	TRIM4	9606	0.902	0	0	0	0.063	0	0.9	0
ENSP00000266087	ENSP00000348554	FBXO7	CDC16	9606	0.902	0	0	0	0.064	0	0.9	0
ENSP00000266087	ENSP00000348565	FBXO7	UBA5	9606	0.907	0	0	0	0	0	0.9	0.114
ENSP00000266087	ENSP00000348632	FBXO7	RBCK1	9606	0.9	0	0	0	0.049	0	0.9	0
ENSP00000266087	ENSP00000348714	FBXO7	KIAA0317	9606	0.905	0	0	0	0.092	0	0.9	0
ENSP00000266087	ENSP00000348769	FBXO7	ARIH2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000348838	FBXO7	UBE2C	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000349156	FBXO7	SIAH1	9606	0.903	0	0	0	0.042	0	0.9	0.074
ENSP00000266087	ENSP00000349298	FBXO7	MYLIP	9606	0.9	0	0	0	0	0	0.9	0.049
ENSP00000266087	ENSP00000349722	FBXO7	UBE2D3	9606	0.905	0	0	0	0.07	0	0.9	0.065
ENSP00000266087	ENSP00000349957	FBXO7	ANAPC11	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000350331	FBXO7	ASB13	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000351933	FBXO7	KLHL9	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000352734	FBXO7	RNF217	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000354201	FBXO7	UBE2Z	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000354340	FBXO7	UBA3	9606	0.905	0	0	0	0	0	0.9	0.09
ENSP00000266087	ENSP00000354621	FBXO7	SMURF1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000354775	FBXO7	PJA2	9606	0.901	0	0	0	0.042	0	0.9	0.051
ENSP00000266087	ENSP00000355014	FBXO7	PJA1	9606	0.901	0	0	0	0.042	0	0.9	0.051
ENSP00000266087	ENSP00000355028	FBXO7	DZIP3	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000355195	FBXO7	ASB12	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000355865	FBXO7	PARK2	9606	0.954	0	0	0	0	0.36	0.9	0.345
ENSP00000266087	ENSP00000358283	FBXO7	UFL1	9606	0.901	0	0	0	0	0	0.9	0.059
ENSP00000266087	ENSP00000358297	FBXO7	RNF115	9606	0.901	0	0	0	0.052	0	0.9	0.045
ENSP00000266087	ENSP00000358762	FBXO7	UBE3D	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000359206	FBXO7	BTRC	9606	0.929	0	0	0	0.069	0	0.9	0.299
ENSP00000266087	ENSP00000360116	FBXO7	UBE2U	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000360613	FBXO7	UBE2A	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000360821	FBXO7	UBAC1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000361245	FBXO7	HECTD3	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000361990	FBXO7	UBR2	9606	0.909	0	0	0	0.133	0	0.9	0
ENSP00000266087	ENSP00000362555	FBXO7	RNF19B	9606	0.9	0	0	0	0.042	0	0.9	0
ENSP00000266087	ENSP00000363019	FBXO7	UBE2D1	9606	0.906	0	0	0	0.064	0	0.9	0.085
ENSP00000266087	ENSP00000363036	FBXO7	FBXW2	9606	0.921	0	0	0	0.069	0.147	0.9	0.124
ENSP00000266087	ENSP00000363095	FBXO7	TRIM32	9606	0.901	0	0	0	0	0	0.9	0.054
ENSP00000266087	ENSP00000363322	FBXO7	CDC26	9606	0.9	0	0	0	0	0	0.9	0.047
ENSP00000266087	ENSP00000363390	FBXO7	TRIM63	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000363998	FBXO7	ITCH	9606	0.906	0	0	0	0.105	0	0.9	0
ENSP00000266087	ENSP00000364403	FBXO7	UBR4	9606	0.9	0	0	0	0	0	0.9	0.042
ENSP00000266087	ENSP00000365844	FBXO7	TRIM39	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000365944	FBXO7	FBXO6	9606	0.923	0	0	0	0	0	0.9	0.262
ENSP00000266087	ENSP00000366886	FBXO7	KLHL21	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000368797	FBXO7	KBTBD7	9606	0.903	0	0	0	0.07	0	0.9	0
ENSP00000266087	ENSP00000368799	FBXO7	KBTBD6	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000369666	FBXO7	FBXL19	9606	0.901	0	0	0	0.052	0	0.9	0
ENSP00000266087	ENSP00000369855	FBXO7	ASB9	9606	0.9	0	0	0	0	0	0.9	0.049
ENSP00000266087	ENSP00000370671	FBXO7	KLHDC5	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000371805	FBXO7	FBXL18	9606	0.906	0	0	0	0	0	0.9	0.1
ENSP00000266087	ENSP00000373272	FBXO7	TRIM71	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000373698	FBXO7	FBXW4	9606	0.901	0	0	0	0	0	0.9	0.057
ENSP00000266087	ENSP00000373846	FBXO7	LTN1	9606	0.904	0	0	0	0.084	0	0.9	0
ENSP00000266087	ENSP00000373873	FBXO7	UNKL	9606	0.901	0	0	0	0.053	0	0.9	0
ENSP00000266087	ENSP00000376215	FBXO7	UBE2E3	9606	0.905	0	0	0	0	0	0.9	0.09
ENSP00000266087	ENSP00000376258	FBXO7	RNF34	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000376337	FBXO7	BTBD6	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000376808	FBXO7	CUL5	9606	0.902	0	0	0	0	0	0.9	0.065
ENSP00000266087	ENSP00000376945	FBXO7	FBXW9	9606	0.902	0	0	0	0.051	0	0.9	0.056
ENSP00000266087	ENSP00000378350	FBXO7	CDC23	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000378529	FBXO7	FZR1	9606	0.902	0	0	0	0	0	0.9	0.061
ENSP00000266087	ENSP00000378624	FBXO7	HERC4	9606	0.909	0	0	0	0.109	0	0.9	0.066
ENSP00000266087	ENSP00000379026	FBXO7	FBXW10	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000379931	FBXO7	UBE2E2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000380178	FBXO7	UBE2G1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000380256	FBXO7	CCNF	9606	0.939	0	0	0	0	0	0.9	0.419
ENSP00000266087	ENSP00000381045	FBXO7	UBE3A	9606	0.904	0	0	0	0	0	0.9	0.088
ENSP00000266087	ENSP00000381298	FBXO7	LONRF1	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000381717	FBXO7	UBE2D2	9606	0.926	0	0	0	0	0.263	0.9	0.075
ENSP00000266087	ENSP00000382269	FBXO7	HECTD1	9606	0.907	0	0	0	0.078	0	0.9	0.074
ENSP00000266087	ENSP00000383199	FBXO7	NEDD4L	9606	0.902	0	0	0	0	0	0.9	0.068
ENSP00000266087	ENSP00000383719	FBXO7	UBE2J2	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000385610	FBXO7	MEX3C	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000386532	FBXO7	ASB18	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000387362	FBXO7	UBE4A	9606	0.903	0	0	0	0.068	0	0.9	0.046
ENSP00000266087	ENSP00000388107	FBXO7	UBA52	9606	0.904	0	0	0	0.046	0	0.9	0.08
ENSP00000266087	ENSP00000388723	FBXO7	KBTBD13	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000390158	FBXO7	HERC1	9606	0.909	0	0	0	0.131	0	0.9	0
ENSP00000266087	ENSP00000391137	FBXO7	ASB10	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000393154	FBXO7	FBXO15	9606	0.915	0	0	0	0	0	0.9	0.193
ENSP00000266087	ENSP00000393183	FBXO7	VPRBP	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000394394	FBXO7	ANAPC7	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000398177	FBXO7	KCTD7	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000401878	FBXO7	KBTBD8	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000403802	FBXO7	FBXO10	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000408994	FBXO7	DET1	9606	0.9	0	0	0	0	0	0.9	0.046
ENSP00000266087	ENSP00000417914	FBXO7	ASB11	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000419199	FBXO7	ASB14	9606	0.9	0	0	0	0	0	0.9	0
ENSP00000266087	ENSP00000420465	FBXO7	RNF182	9606	0.903	0	0	0	0.074	0	0.9	0
ENSP00000266087	ENSP00000423630	FBXO7	FBXL7	9606	0.901	0	0	0	0	0	0.9	0.056
